inn_name,phase,mw,image_url,canonical_smiles,inchikey
Uprosertib,2.0,428.1,www.icoa.fr/pkidb/static/img/mol/Uprosertib.svg,Cn1c(c(cn1)Cl)c2cc(oc2Cl)C(=O)N[C@@H](Cc3ccc(c(c3)F)F)CN,AXTAPYRUEKNRBA-JTQLQIEISA-N
Vactosertib,1.5,399.2,www.icoa.fr/pkidb/static/img/mol/Vactosertib.svg,Cc1cccc(n1)c2c(nc([nH]2)CNc3ccccc3F)c4ccc5ncnn5c4,FJCDSQATIJKQKA-UHFFFAOYSA-N
Vandetanib,4.0,474.1,www.icoa.fr/pkidb/static/img/mol/Vandetanib.svg,CN1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,UHTHHESEBZOYNR-UHFFFAOYSA-N
Varlitinib,2.5,466.1,www.icoa.fr/pkidb/static/img/mol/Varlitinib.svg,C[C@@H]1COC(=N1)Nc2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5nccs5,UWXSAYUXVSFDBQ-CYBMUJFWSA-N
Vatalanib,3.0,346.1,www.icoa.fr/pkidb/static/img/mol/Vatalanib.svg,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)Cl)Cc4ccncc4,YCOYDOIWSSHVCK-UHFFFAOYSA-N
Vemurafenib,4.0,489.1,www.icoa.fr/pkidb/static/img/mol/Vemurafenib.svg,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,GPXBXXGIAQBQNI-UHFFFAOYSA-N
Verosudil,2.0,327.1,www.icoa.fr/pkidb/static/img/mol/Verosudil.svg,CN(C)C(c1ccsc1)C(=O)Nc2ccc3c(c2)cc[nH]c3=O,VDYRZXYYQMMFJW-UHFFFAOYSA-N
Vistusertib,2.0,462.2,www.icoa.fr/pkidb/static/img/mol/Vistusertib.svg,C[C@H]1COCCN1c2c3ccc(nc3nc(n2)N4CCOC[C@@H]4C)c5cccc(c5)C(=O)NC,JUSFANSTBFGBAF-IRXDYDNUSA-N
Volasertib,3.0,618.4,www.icoa.fr/pkidb/static/img/mol/Volasertib.svg,CC[C@H]1N(c2nc(ncc2N(C1=O)C)Nc3c(cc(cc3)C(=O)N[C@H]4CC[C@@H](CC4)N5CCN(CC5)CC6CC6)OC)C(C)C,SXNJFOWDRLKDSF-STROYTFGSA-N
Voruciclib,2.0,469.1,www.icoa.fr/pkidb/static/img/mol/Voruciclib.svg,CN1CC[C@H]([C@@H]1CO)c2c(cc(c3c2oc(cc3=O)c4ccc(cc4Cl)C(F)(F)F)O)O,MRPGRAKIAJJGMM-OCCSQVGLSA-N
Voxtalisib,2.0,270.1,www.icoa.fr/pkidb/static/img/mol/Voxtalisib.svg,CCn1c2c(cc(c1=O)c3ccn[nH]3)c(nc(n2)N)C,RGHYDLZMTYDBDT-UHFFFAOYSA-N
Zanubrutinib,4.0,471.2,www.icoa.fr/pkidb/static/img/mol/Zanubrutinib.svg,C=CC(=O)N1CCC(CC1)C2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5,RNOAOAWBMHREKO-UHFFFAOYSA-N
