uniprot_id|ensembl_gene_id|ensembl_transcript_id|ensembl_translation_id
H0Y9K7|ENSG00000116560|ENST00000470472|ENSP00000424440
Q8N9Q2|ENSG00000153006|ENST00000513458|ENSP00000427401
Q02040|ENSG00000197976|ENST00000313871|ENSP00000324827
Q99590|ENSG00000139218|ENST00000369367|ENSP00000358374
F6R8P8|ENSG00000118473|ENST00000424320|ENSP00000410439
C9IZC6|ENSG00000146950|ENST00000452575|ENSP00000406724
P81133|ENSG00000112246|ENST00000262901|ENSP00000262901
P81133|ENSG00000112246|ENST00000369208|ENSP00000358210
F5GYF8|ENSG00000197555|ENST00000537413|ENSP00000440682
Q9P2F8|ENSG00000116991|ENST00000262861|ENSP00000262861
Q9P2F8|ENSG00000116991|ENST00000366630|ENSP00000355589
M0QX89|ENSG00000105738|ENST00000595384|ENSP00000468981
P78324|ENSG00000198053|ENST00000400068|ENSP00000382941
P78324|ENSG00000198053|ENST00000356025|ENSP00000348307
P78324|ENSG00000198053|ENST00000358771|ENSP00000351621
A0A0G2JNW7|ENSG00000276482|ENST00000611005|ENSP00000482242
Q16572|ENSG00000187714|ENST00000374115|ENSP00000363229
A0A163QEF0|ENSG00000110436|ENST00000644459|ENSP00000495861
H0Y544|ENSG00000089057|ENST00000423430|ENSP00000396364
A0A087WUH5|ENSG00000197496|ENST00000486000|ENSP00000478679
F5H3T4|ENSG00000157637|ENST00000539748|ENSP00000439115
A0A024RDG0|ENSG00000138821|ENST00000394833|ENSP00000378310
A0A024RDG0|ENSG00000138821|ENST00000356736|ENSP00000349174
I3L3E3|ENSG00000167703|ENST00000576721|ENSP00000460388
I3L3E3|ENSG00000278550|ENST00000633255|ENSP00000487944
B7ZLW4|ENSG00000163817|ENST00000456124|ENSP00000404310
E7EV41|ENSG00000183023|ENST00000407929|ENSP00000386116
F5H6S4|ENSG00000139155|ENST00000539415|ENSP00000437399
A0A0A0MT51|ENSG00000101187|ENST00000451793|ENSP00000414855
H0YKH2|ENSG00000137776|ENST00000560494|ENSP00000452805
A0A0A0MRP6|ENSG00000102038|ENST00000371123|ENSP00000360164
Q8IY18|ENSG00000198887|ENST00000361138|ENSP00000354957
I3L176|ENSG00000070366|ENST00000575663|ENSP00000458635
A0A494C1A5|ENSG00000144028|ENST00000652267|ENSP00000498933
Q96RF0|ENSG00000178996|ENST00000343017|ENSP00000342276
Q5CAJ2|ENSG00000156395|ENST00000393176|ENSP00000376876
C9JJR8|ENSG00000152583|ENST00000434434|ENSP00000416971
A0A075B718|ENSG00000104133|ENST00000557866|ENSP00000453227
H3BMF4|ENSG00000169682|ENST00000565975|ENSP00000454360
C9JUK7|ENSG00000197471|ENST00000436527|ENSP00000412907
H3BMF4|ENSG00000169682|ENST00000565975|ENSP00000454360
A0A2R8Y4S0|ENSG00000090054|ENST00000644140|ENSP00000493933
Q8N5C6|ENSG00000068784|ENST00000263736|ENSP00000263736
A0A075B743|ENSG00000266028|ENST00000572793|ENSP00000459397
P30874|ENSG00000180616|ENST00000357585|ENSP00000350198
C9JJQ0|ENSG00000118007|ENST00000480733|ENSP00000420789
C9J3F5|ENSG00000010270|ENST00000440144|ENSP00000411933
Q8TCJ2|ENSG00000163527|ENST00000295770|ENSP00000295770
A0A0U1RQF8|ENSG00000136143|ENST00000470760|ENSP00000488974
B7Z645|ENSG00000135316|ENST00000616122|ENSP00000484577
P09758|ENSG00000184292|ENST00000371225|ENSP00000360269
A0A0D9SGD3|ENSG00000147687|ENST00000630259|ENSP00000487380
B5MD46|ENSG00000099992|ENST00000403362|ENSP00000385050
O15119|ENSG00000135111|ENST00000257566|ENSP00000257566
Q99593|ENSG00000089225|ENST00000405440|ENSP00000384152
Q99593|ENSG00000089225|ENST00000310346|ENSP00000309913
I3L254|ENSG00000090447|ENST00000572393|ENSP00000459390
A0A0G2JL93|ENSG00000285348|ENST00000642938|ENSP00000495660
A0A0G2JL93|ENSG00000092295|ENST00000561067|ENSP00000452690
A2A299|ENSG00000198959|ENST00000373403|ENSP00000362502
C9JKN6|ENSG00000144229|ENST00000413152|ENSP00000413841
A0A0D9SES8|ENSG00000140332|ENST00000627388|ENSP00000485965
Q9C0B7|ENSG00000103047|ENST00000261778|ENSP00000261778
Q8N5G2|ENSG00000204178|ENST00000374343|ENSP00000363463
B5A977|ENSG00000028137|ENST00000536782|ENSP00000440425
A0A2R8Y5C4|ENSG00000149115|ENST00000530920|ENSP00000494351
H3BRT3|ENSG00000090905|ENST00000569098|ENSP00000456394
H3BRT3|ENSG00000288130|ENST00000671743|ENSP00000500731
Q8IWU9|ENSG00000139287|ENST00000333850|ENSP00000329093
Q9Y3C4|ENSG00000144034|ENST00000272424|ENSP00000272424
O15164|ENSG00000122779|ENST00000343526|ENSP00000340507
A0A0D9SF19|ENSG00000169871|ENST00000467847|ENSP00000486217
F6TR96|ENSG00000100106|ENST00000418339|ENSP00000396946
B7Z5Q9|ENSG00000135451|ENST00000551192|ENSP00000450306
H7BZ77|ENSG00000166925|ENST00000423266|ENSP00000388168
A6NCC9|ENSG00000184281|ENST00000380992|ENSP00000370380
F8VQQ4|ENSG00000167552|ENST00000547939|ENSP00000450268
A0A1W2PQM2|ENSG00000167553|ENST00000639419|ENSP00000492176
P0DPH7|ENSG00000198033|ENST00000400113|ENSP00000382982
P0DPH7|ENSG00000075886|ENST00000321253|ENSP00000326042
Q6PEY2|ENSG00000152086|ENST00000312988|ENSP00000318197
Q9BVA1|ENSG00000137285|ENST00000259818|ENSP00000259818
M0QX14|ENSG00000104833|ENST00000596926|ENSP00000468843
K7EJ64|ENSG00000176014|ENST00000591909|ENSP00000465040
A0A0A0MTC2|ENSG00000104723|ENST00000511783|ENSP00000426880
H7BY59|ENSG00000164440|ENST00000367652|ENSP00000356624
A0A1B0GW87|ENSG00000275895|ENST00000636315|ENSP00000490825
A0A1B0GW87|ENSG00000160201|ENST00000486519|ENSP00000489632
K7ELP8|ENSG00000063244|ENST00000592874|ENSP00000466167
A0A0D9SFI5|ENSG00000137073|ENST00000629575|ENSP00000486626
Q9Y385|ENSG00000198833|ENST00000435041|ENSP00000451261
Q8WVY7|ENSG00000164332|ENST00000296786|ENSP00000296786
A0A087WT23|ENSG00000104691|ENST00000620074|ENSP00000477532
E2QRN8|ENSG00000136731|ENST00000376723|ENSP00000365913
Q9HAW8|ENSG00000242515|ENST00000344644|ENSP00000343838
H0Y8D7|ENSG00000244122|ENST00000485022|ENSP00000420181
Q8IWX7|ENSG00000141161|ENST00000268876|ENSP00000268876
O75691|ENSG00000120800|ENST00000261637|ENSP00000261637
A0A0A0MSM3|ENSG00000152818|ENST00000421035|ENSP00000396276
C9IZY4|ENSG00000197415|ENST00000479987|ENSP00000418963
A0A3B3IT88|ENSG00000129003|ENST00000650094|ENSP00000497607
A0A0D9SFQ6|ENSG00000151502|ENST00000530402|ENSP00000486811
K7EPH1|ENSG00000166359|ENST00000592765|ENSP00000467383
O96028|ENSG00000109685|ENST00000508803|ENSP00000423972
O96028|ENSG00000109685|ENST00000382891|ENSP00000372347
O96028|ENSG00000109685|ENST00000382892|ENSP00000372348
O96028|ENSG00000109685|ENST00000382895|ENSP00000372351
A0A0B4J255|ENSG00000015153|ENST00000546726|ENSP00000447863
A0A0B4J255|ENSG00000015153|ENST00000547254|ENSP00000448312
J3KRG5|ENSG00000083896|ENST00000507529|ENSP00000461990
J3KRG5|ENSG00000275272|ENST00000628264|ENSP00000486660
A0A0J9YYE2|ENSG00000282684|ENST00000632165|ENSP00000488807
C9J6P4|ENSG00000105939|ENST00000464606|ENSP00000418385
A0A087WXF8|ENSG00000121766|ENST00000615916|ENSP00000480986
A0A0C4DGM5|ENSG00000103994|ENST00000565611|ENSP00000457637
C9J6Y6|ENSG00000163848|ENST00000465763|ENSP00000417847
Q14929|ENSG00000175787|ENST00000395395|ENSP00000378792
K7EJ30|ENSG00000267680|ENST00000589680|ENSP00000465000
H3BMG2|ENSG00000185947|ENST00000561814|ENSP00000454369
Q9Y2X9|ENSG00000162702|ENST00000294740|ENSP00000294740
Q9Y2X9|ENSG00000162702|ENST00000367353|ENSP00000356322
Q5KS07|ENSG00000173276|ENST00000398497|ENSP00000381510
Q5KS07|ENSG00000173276|ENST00000449949|ENSP00000395186
Q969S3|ENSG00000173545|ENST00000308683|ENSP00000310042
A0A087WUA7|ENSG00000182348|ENST00000611114|ENSP00000478506
O95218|ENSG00000132485|ENST00000370920|ENSP00000359958
H3BRD0|ENSG00000077235|ENST00000568569|ENSP00000456187
A0A087WVT6|ENSG00000157216|ENST00000610401|ENSP00000479674
H0YFY1|ENSG00000116017|ENST00000457152|ENSP00000440911
C9J9W2|ENSG00000002834|ENST00000419929|ENSP00000391897
A0A0D9SET8|ENSG00000198898|ENST00000628758|ENSP00000485993
A0A024R2E4|ENSG00000157087|ENST00000397077|ENSP00000380267
A0A024R2E4|ENSG00000157087|ENST00000646379|ENSP00000494381
C9JGT3|ENSG00000138735|ENST00000420633|ENSP00000416309
F8W9L4|ENSG00000068078|ENST00000481110|ENSP00000420533
A0A494C0X0|ENSG00000105254|ENST00000651435|ENSP00000498740
Q5TG36|ENSG00000178028|ENST00000436069|ENSP00000400269
H3BQ83|ENSG00000075131|ENST00000566524|ENSP00000455656
A0A087WZG0|ENSG00000175513|ENST00000534740|ENSP00000482640
A0A024R909|ENSG00000117152|ENST00000367909|ENSP00000356885
C9JB30|ENSG00000084764|ENST00000458529|ENSP00000391705
A0A087WZ32|ENSG00000169499|ENST00000616927|ENSP00000482319
E9PK19|ENSG00000162298|ENST00000528487|ENSP00000431720
H0YJ36|ENSG00000285140|ENST00000647287|ENSP00000493972
H0YJ36|ENSG00000139908|ENST00000553766|ENSP00000450752
C9JZ52|ENSG00000107165|ENST00000473763|ENSP00000419006
A0A1W2PRA0|ENSG00000163877|ENST00000468040|ENSP00000492185
B9ZVX7|ENSG00000134184|ENST00000369819|ENSP00000358834
Q3B726|ENSG00000105849|ENST00000222567|ENSP00000222567
Q9HCY8|ENSG00000189334|ENST00000476873|ENSP00000420296
Q9HCY8|ENSG00000189334|ENST00000368701|ENSP00000357690
Q9HCY8|ENSG00000189334|ENST00000344616|ENSP00000340463
Q9HCY8|ENSG00000189334|ENST00000368702|ENSP00000357691
P53674|ENSG00000100122|ENST00000647684|ENSP00000497249
O43918|ENSG00000160224|ENST00000291582|ENSP00000291582
B4DN07|ENSG00000047648|ENST00000657361|ENSP00000499351
A0A087WTW0|ENSG00000276043|ENST00000620565|ENSP00000478171
A0A1B0GX65|ENSG00000170035|ENST00000602303|ENSP00000473525
A0A024R967|ENSG00000116857|ENST00000367330|ENSP00000356299
A0A024R967|ENSG00000116857|ENST00000485839|ENSP00000476893
A0A024R967|ENSG00000116857|ENST00000367334|ENSP00000356303
A0A024R967|ENSG00000116857|ENST00000367333|ENSP00000356302
A0A1B0GUQ3|ENSG00000188906|ENST00000636518|ENSP00000490200
A0A087WTT6|ENSG00000213741|ENST00000557111|ENSP00000478117
A0A0C4DGZ6|ENSG00000048392|ENST00000621845|ENSP00000484318
B4DXU5|ENSG00000025434|ENST00000616973|ENSP00000477707
I3L3H7|ENSG00000108821|ENST00000507689|ENSP00000460459
O76083|ENSG00000160191|ENST00000291539|ENSP00000291539
C9J0J7|ENSG00000070087|ENST00000481767|ENSP00000420417
C9J0J7|ENSG00000070087|ENST00000494827|ENSP00000418523
F5GXC4|ENSG00000173457|ENST00000392210|ENSP00000441067
B5MCI6|ENSG00000162959|ENST00000407893|ENSP00000385321
E9PIQ8|ENSG00000167323|ENST00000532919|ENSP00000433949
A0A494C1K6|ENSG00000107164|ENST00000650723|ENSP00000499109
A0A024R494|ENSG00000085978|ENST00000392020|ENSP00000375875
A0A024R494|ENSG00000281089|ENST00000630066|ENSP00000487446
A0A087WXW3|ENSG00000137078|ENST00000618781|ENSP00000481347
H7BYQ2|ENSG00000126870|ENST00000397143|ENSP00000380330
A0A087WZB4|ENSG00000184156|ENST00000621976|ENSP00000482510
C9JCP7|ENSG00000106018|ENST00000402066|ENSP00000384497
A0A087X0T8|ENSG00000182985|ENST00000612235|ENSP00000483648
K7EMD6|ENSG00000104969|ENST00000589251|ENSP00000466461
A0A087WT45|ENSG00000068400|ENST00000622599|ENSP00000477574
H0YK33|ENSG00000140577|ENST00000560098|ENSP00000452640
A0A494C0M7|ENSG00000162989|ENST00000651198|ENSP00000498639
K7ELC5|ENSG00000160877|ENST00000585663|ENSP00000466017
A0A2R8Y7L1|ENSG00000066135|ENST00000485249|ENSP00000496362
Q13242|ENSG00000111786|ENST00000229390|ENSP00000229390
A0A0B4J1W0|ENSG00000008838|ENST00000394126|ENSP00000377684
F8WB66|ENSG00000099995|ENST00000447376|ENSP00000397267
A0A075B7B7|ENSG00000270765|ENST00000604063|ENSP00000474009
H7BZH6|ENSG00000115129|ENST00000413037|ENSP00000389620
O00767|ENSG00000099194|ENST00000370355|ENSP00000359380
E9PK14|ENSG00000120341|ENST00000464631|ENSP00000431727
A0A0J9YWR7|ENSG00000282813|ENST00000633112|ENSP00000487721
A0A0J9YWR7|ENSG00000282813|ENST00000633975|ENSP00000488082
A0A0U1RQR6|ENSG00000115310|ENST00000486085|ENSP00000489133
E9PIJ0|ENSG00000073417|ENST00000485596|ENSP00000431976
A0A2R8Y4E6|ENSG00000284762|ENST00000646262|ENSP00000493971
E9PJG7|ENSG00000186318|ENST00000528053|ENSP00000431848
Q96D31|ENSG00000276045|ENST00000617316|ENSP00000482568
C9JY79|ENSG00000160460|ENST00000392025|ENSP00000375879
C9JY79|ENSG00000160460|ENST00000338932|ENSP00000340345
Q92692|ENSG00000130202|ENST00000252483|ENSP00000252483
A0A075B7B1|ENSG00000182253|ENST00000594047|ENSP00000472953
Q9NQR1-2|ENSG00000183955|ENST00000402868|ENSP00000384629
C9JY63|ENSG00000164830|ENST00000435082|ENSP00000387886
H3BMH6|ENSG00000172819|ENST00000550362|ENSP00000454385
B8ZZP4|ENSG00000136193|ENST00000631335|ENSP00000486034
B8ZZP4|ENSG00000136193|ENST00000409570|ENSP00000387052
E9PI51|ENSG00000135541|ENST00000528103|ENSP00000436071
E9PI51|ENSG00000135541|ENST00000534469|ENSP00000436516
C9J1I1|ENSG00000099917|ENST00000414658|ENSP00000392738
C9JQ17|ENSG00000005020|ENST00000432747|ENSP00000408163
A6NJA2|ENSG00000101557|ENST00000383589|ENSP00000373083
Q9UL51|ENSG00000099822|ENST00000251287|ENSP00000251287
A0A087WUK2|ENSG00000152795|ENST00000614627|ENSP00000478723
Q2M3C7|ENSG00000153820|ENST00000392056|ENSP00000375909
B1AMP9|ENSG00000196562|ENST00000437955|ENSP00000410026
O14966|ENSG00000117280|ENST00000414729|ENSP00000402910
O14966|ENSG00000117280|ENST00000367139|ENSP00000356107
O14966|ENSG00000117280|ENST00000235932|ENSP00000235932
A0A087WZG4|ENSG00000104880|ENST00000617428|ENSP00000482647
A0A1W2PQ28|ENSG00000148795|ENST00000638272|ENSP00000491508
A0A494C144|ENSG00000171530|ENST00000651106|ENSP00000498870
A0A0J9YWQ2|ENSG00000282367|ENST00000633628|ENSP00000488064
Q9UBK9|ENSG00000126756|ENST00000333119|ENSP00000327797
C9IZP1|ENSG00000181804|ENST00000474151|ENSP00000418627
A0A087X050|ENSG00000111596|ENST00000552151|ENSP00000483096
K7EJ72|ENSG00000167895|ENST00000590799|ENSP00000465049
Q16600|ENSG00000196793|ENST00000306006|ENSP00000307774
Q16600|ENSG00000196793|ENST00000374446|ENSP00000363569
Q16600|ENSG00000196793|ENST00000426961|ENSP00000398202
Q16600|ENSG00000196793|ENST00000535642|ENSP00000443907
A0A0A0MSL1|ENSG00000151208|ENST00000424842|ENSP00000394797
A0A0A0MSL1|ENSG00000274429|ENST00000632221|ENSP00000488188
C9JIX7|ENSG00000117155|ENST00000422026|ENSP00000416067
A0A0B4J1W0|ENSG00000008838|ENST00000394126|ENSP00000377684
D6R9Y9|ENSG00000109738|ENST00000515642|ENSP00000421044
D6R9Y9|ENSG00000109738|ENST00000506411|ENSP00000422039
P58658|ENSG00000166979|ENST00000300255|ENSP00000300255
B1ANE6|ENSG00000151224|ENST00000455001|ENSP00000414961
A0A494BZZ6|ENSG00000065057|ENST00000651522|ENSP00000498290
A0A087WT35|ENSG00000277292|ENST00000631946|ENSP00000487739
A0A087WT35|ENSG00000276293|ENST00000617499|ENSP00000477549
H0Y5W8|ENSG00000100241|ENST00000418590|ENSP00000401538
Q5T681|ENSG00000203942|ENST00000370640|ENSP00000359674
A0A1B0GTL2|ENSG00000196421|ENST00000636176|ENSP00000489747
K7EJX8|ENSG00000141994|ENST00000590110|ENSP00000465369
Q14264|ENSG00000213462|ENST00000394323|ENSP00000391594
H3BS86|ENSG00000103266|ENST00000567173|ENSP00000456591
A0A0A0MQT7|ENSG00000187955|ENST00000247781|ENSP00000247781
A0A087WVF1|ENSG00000152242|ENST00000615553|ENSP00000479398
P01036|ENSG00000101441|ENST00000217423|ENSP00000217423
A0A075B6Q3|ENSG00000085185|ENST00000456822|ENSP00000399483
Q6PCE3|ENSG00000165434|ENST00000298198|ENSP00000298198
Q6XPR3|ENSG00000215853|ENST00000316073|ENSP00000317895
O14495|ENSG00000162407|ENST00000371250|ENSP00000360296
B4DTC4|ENSG00000173889|ENST00000479467|ENSP00000417633
A0A1B0GTK2|ENSG00000187772|ENST00000635857|ENSP00000489735
A8MXJ9|ENSG00000136295|ENST00000400376|ENSP00000383227
F5H6Q4|ENSG00000111199|ENST00000538125|ENSP00000437449
A0A0A0MQW6|ENSG00000142303|ENST00000270328|ENSP00000270328
A0A0A0MQW6|ENSG00000142303|ENST00000597188|ENSP00000471851
A0A0C4DG02|ENSG00000119772|ENST00000402667|ENSP00000384237
P35625|ENSG00000100234|ENST00000266085|ENSP00000266085
D6R951|ENSG00000146094|ENST00000502885|ENSP00000423635
H7C2U0|ENSG00000156261|ENST00000432178|ENSP00000407748
A0A024R2U1|ENSG00000178038|ENST00000415953|ENSP00000413223
A0A024R2U1|ENSG00000178038|ENST00000318962|ENSP00000313670
A0A0A0MT39|ENSG00000183873|ENST00000449557|ENSP00000413996
A0A0D9SGI2|ENSG00000122145|ENST00000626498|ENSP00000487527
A0A0D9SGI2|ENSG00000277800|ENST00000625441|ENSP00000485704
Q6UWE0|ENSG00000148356|ENST00000300417|ENSP00000300417
Q6UWE0|ENSG00000148356|ENST00000323301|ENSP00000322937
Q6UWE0|ENSG00000148356|ENST00000373322|ENSP00000362419
J3KS24|ENSG00000136492|ENST00000577913|ENSP00000462274
A0A096LP39|ENSG00000241863|ENST00000552950|ENSP00000446993
A0A096LP39|ENSG00000239927|ENST00000552257|ENSP00000446632
A0A096LP39|ENSG00000248167|ENST00000623385|ENSP00000485378
Q02790|ENSG00000004478|ENST00000001008|ENSP00000001008
O43854|ENSG00000164176|ENST00000296591|ENSP00000296591
E9PI87|ENSG00000109854|ENST00000531058|ENSP00000436729
A0A087WZG5|ENSG00000186153|ENST00000620008|ENSP00000482648
Q86XN8|ENSG00000181588|ENST00000402693|ENSP00000384398
H3BPR3|ENSG00000173548|ENST00000569152|ENSP00000455436
A0A0A0MSM9|ENSG00000143390|ENST00000412774|ENSP00000396810
B8ZZD4|ENSG00000106052|ENST00000409980|ENSP00000386515
Q99584|ENSG00000189171|ENST00000392622|ENSP00000376398
Q99584|ENSG00000189171|ENST00000392623|ENSP00000376399
Q99584|ENSG00000189171|ENST00000339556|ENSP00000344822
Q99584|ENSG00000189171|ENST00000440685|ENSP00000392767
Q96A65|ENSG00000131558|ENST00000253861|ENSP00000253861
C9JSD5|ENSG00000128191|ENST00000457069|ENSP00000409625
C9J9G2|ENSG00000109118|ENST00000378879|ENSP00000368157
A0A1W2PQJ7|ENSG00000108557|ENST00000640861|ENSP00000491773
A0A0C4DG17|ENSG00000168028|ENST00000443003|ENSP00000389351
D6RBJ1|ENSG00000016082|ENST00000511384|ENSP00000422676
E5RFE3|ENSG00000184428|ENST00000522043|ENSP00000428931
A0A3B3IS31|ENSG00000117139|ENST00000650368|ENSP00000497042
Q8IZP9|ENSG00000173698|ENST00000379869|ENSP00000369198
A0A0B4J1R4|ENSG00000158104|ENST00000289004|ENSP00000289004
B3KXD6|ENSG00000100029|ENST00000402281|ENSP00000384366
B3KXD6|ENSG00000100029|ENST00000405677|ENSP00000385654
E9PKN0|ENSG00000165494|ENST00000530304|ENSP00000431567
Q96MW7|ENSG00000221944|ENST00000408957|ENSP00000386186
A0A2R8YF29|ENSG00000125779|ENST00000646394|ENSP00000496112
A0A0J9YW36|ENSG00000197457|ENST00000631920|ENSP00000487795
Q05GC8|ENSG00000124496|ENST00000541110|ENSP00000439689
Q9BW71|ENSG00000149929|ENST00000279392|ENSP00000279392
M0QX44|ENSG00000105281|ENST00000593713|ENSP00000468890
F6TDF5|ENSG00000148516|ENST00000424869|ENSP00000415961
F8VZ44|ENSG00000094914|ENST00000550286|ENSP00000446885
A0A1B0GTX1|ENSG00000107554|ENST00000636706|ENSP00000489875
A0A087WXD1|ENSG00000065923|ENST00000616978|ENSP00000480916
K7EJH1|ENSG00000170836|ENST00000590418|ENSP00000465168
A0A0G2JM79|ENSG00000275326|ENST00000610378|ENSP00000478690
A0A0G2JM79|ENSG00000275326|ENST00000618893|ENSP00000480854
A0A0G2JM79|ENSG00000275326|ENST00000620516|ENSP00000481062
A0A0G2JM79|ENSG00000275326|ENST00000614842|ENSP00000483177
A0A0G2JM79|ENSG00000275326|ENST00000611498|ENSP00000484358
D6R9P3|ENSG00000197451|ENST00000515193|ENSP00000423495
E9PIE4|ENSG00000109919|ENST00000530428|ENSP00000432043
E9PIE4|ENSG00000285121|ENST00000642838|ENSP00000494421
Q9H0L4|ENSG00000177613|ENST00000331173|ENSP00000332444
A0A087WT55|ENSG00000272886|ENST00000560624|ENSP00000477594
A0A087WX80|ENSG00000196569|ENST00000618192|ENSP00000480802
C9JNA8|ENSG00000176095|ENST00000468463|ENSP00000420467
B8ZZM6|ENSG00000135916|ENST00000409704|ENSP00000387242
O75420|ENSG00000146830|ENST00000275732|ENSP00000275732
O75420|ENSG00000146830|ENST00000646601|ENSP00000494292
Q96B67|ENSG00000113369|ENST00000265138|ENSP00000265138
A0A075B7B4|ENSG00000263528|ENST00000578328|ENSP00000473833
E5RFS1|ENSG00000121022|ENST00000523890|ENSP00000427997
O95980|ENSG00000122707|ENST00000377966|ENSP00000367202
A0A087WTI3|ENSG00000115286|ENST00000618074|ENSP00000477895
F8VSE7|ENSG00000165891|ENST00000550669|ENSP00000448245
M0QX51|ENSG00000105127|ENST00000599883|ENSP00000468902
Q9BTU6|ENSG00000155252|ENST00000370631|ENSP00000359665
Q53GS7|ENSG00000119392|ENST00000309971|ENSP00000308622
D6RGW1|ENSG00000182578|ENST00000511344|ENSP00000421174
A0A087WUS8|ENSG00000085719|ENST00000620393|ENSP00000478894
P49427|ENSG00000099804|ENST00000215574|ENSP00000215574
A0A0G2JI20|ENSG00000093000|ENST00000417702|ENSP00000394450
H0YJZ6|ENSG00000100697|ENST00000532939|ENSP00000452556
A0A024R370|ENSG00000144747|ENST00000398559|ENSP00000381567
A8MPU2|ENSG00000119185|ENST00000359712|ENSP00000352743
A8MPU2|ENSG00000119185|ENST00000456913|ENSP00000389704
B7Z8K7|ENSG00000163219|ENST00000463483|ENSP00000417283
A0A0D9SEV0|ENSG00000039650|ENST00000627232|ENSP00000486037
E7ENX6|ENSG00000173621|ENST00000393952|ENSP00000377524
A0A096LNR9|ENSG00000008086|ENST00000463994|ENSP00000485184
B4DFN8|ENSG00000144407|ENST00000617735|ENSP00000482485
E9PRQ6|ENSG00000075239|ENST00000531813|ENSP00000435965
B8ZZX6|ENSG00000115107|ENST00000409811|ENSP00000386510
A0A1W2PRW4|ENSG00000176485|ENST00000639271|ENSP00000492682
G3V448|ENSG00000139921|ENST00000556683|ENSP00000451585
H0YLM8|ENSG00000104093|ENST00000560891|ENSP00000453267
A0A0C4DGC9|ENSG00000125834|ENST00000493263|ENSP00000426612
F8WFC5|ENSG00000170011|ENST00000458441|ENSP00000400916
E9PRK2|ENSG00000137513|ENST00000529880|ENSP00000432240
Q8NBP7|ENSG00000169174|ENST00000302118|ENSP00000303208
A0A087WT35|ENSG00000277292|ENST00000631946|ENSP00000487739
A0A087WT35|ENSG00000276293|ENST00000617499|ENSP00000477549
P98066|ENSG00000123610|ENST00000243347|ENSP00000243347
C9JND7|ENSG00000106560|ENST00000474605|ENSP00000420423
A0A087WTM4|ENSG00000131778|ENST00000467213|ENSP00000477985
A0A0C4DGG8|ENSG00000060339|ENST00000539539|ENSP00000439252
Q8N688|ENSG00000180424|ENST00000376309|ENSP00000365486
A0A0G2JH67|ENSG00000224654|ENST00000429935|ENSP00000396477
A0A0G2JH67|ENSG00000206513|ENST00000383641|ENSP00000373137
A0A0G2JH67|ENSG00000226898|ENST00000414436|ENSP00000398539
A0A087WT39|ENSG00000203896|ENST00000480139|ENSP00000477561
M0R175|ENSG00000160113|ENST00000596878|ENSP00000471686
A0A087WTW5|ENSG00000118412|ENST00000551025|ENSP00000478179
A0A087WTW5|ENSG00000288475|ENST00000673299|ENSP00000500436
A0A3B3IRI6|ENSG00000005302|ENST00000649785|ENSP00000496803
P85037|ENSG00000164916|ENST00000328914|ENSP00000328720
I3L0B8|ENSG00000141437|ENST00000672005|ENSP00000500333
E7ENK3|ENSG00000171189|ENST00000327783|ENSP00000327687
E5RJX3|ENSG00000170873|ENST00000522118|ENSP00000428145
A0A087WXZ7|ENSG00000068097|ENST00000613428|ENSP00000481413
H7BZK4|ENSG00000144136|ENST00000433924|ENSP00000390021
H0Y8J0|ENSG00000171497|ENST00000507213|ENSP00000421221
O95484|ENSG00000213937|ENST00000445369|ENSP00000398017
A0A024R0F8|ENSG00000121957|ENST00000406462|ENSP00000385510
A0A024R0F8|ENSG00000121957|ENST00000642355|ENSP00000496104
A0A024R0F8|ENSG00000121957|ENST00000264126|ENSP00000264126
Q5H907|ENSG00000102316|ENST00000627068|ENSP00000486563
Q5H907|ENSG00000102316|ENST00000375060|ENSP00000364200
P27987|ENSG00000143772|ENST00000272117|ENSP00000272117
P27987|ENSG00000143772|ENST00000429204|ENSP00000411152
A0A087WUN8|ENSG00000076944|ENST00000612033|ENSP00000478797
Q9UIK5|ENSG00000144339|ENST00000272771|ENSP00000272771
A0A087X2G0|ENSG00000069667|ENST00000558904|ENSP00000484955
A0A1D5RMP4|ENSG00000104447|ENST00000451156|ENSP00000400360
Q92917|ENSG00000068394|ENST00000156109|ENSP00000156109
A0A087WZ33|ENSG00000169062|ENST00000492270|ENSP00000482320
C9JG30|ENSG00000115758|ENST00000443218|ENSP00000390691
C9JPB1|ENSG00000196335|ENST00000422637|ENSP00000414087
A0A0C4DGB2|ENSG00000001084|ENST00000514004|ENSP00000421908
B4E227|ENSG00000162231|ENST00000531131|ENSP00000477375
D6RJB4|ENSG00000145214|ENST00000510286|ENSP00000427268
C9J0H3|ENSG00000188313|ENST00000486631|ENSP00000418550
A0A087WVK5|ENSG00000160753|ENST00000489860|ENSP00000479495
J3KNN7|ENSG00000089234|ENST00000327551|ENSP00000330813
B8ZZL1|ENSG00000144366|ENST00000409927|ENSP00000386809
A0A087WVE4|ENSG00000130340|ENST00000614800|ENSP00000479382
A0A0U1RQQ9|ENSG00000136021|ENST00000635101|ENSP00000489123
A0A087WWB9|ENSG00000143545|ENST00000614713|ENSP00000480103
Q9H6T3|ENSG00000005175|ENST00000005386|ENSP00000005386
Q9Y570|ENSG00000214517|ENST00000328257|ENSP00000329867
P78369|ENSG00000134873|ENST00000299339|ENSP00000299339
Q9NP50|ENSG00000139146|ENST00000454658|ENSP00000393279
Q9NP50|ENSG00000139146|ENST00000337682|ENSP00000337477
